編號,車位類別,車位價格,車位面積平方公尺
Serial number,berth category,berth price,berth area square meter
RPXNMLLJQHJFFDE78DC,坡道機械,0,5.93
RPROMLLJQHJFFBE97CC,坡道平面,1500,12.65
RPPPMLOJQHJFFCE28CC,坡道平面,0,
RPTOMLOJQHJFFEE78CC,坡道平面,0,18.69
RPRNMLQJQHJFFDE58CC,坡道平面,3000,27.80
RPXNMLRJQHJFFBE09CC,坡道平面,0,40.61
RPXOMLRJQHJFFGE07CC,坡道平面,0,
RPVOMLMKQHJFFFE98CC,一樓平面,0,
RPXNMLOKQHJFFAE78CC,坡道平面,0,
RPTNMLNKQHJFFEE68CC,坡道機械,0,19.70
RPROMLPKQHJFFCE58CC,坡道平面,0,19.43
RPWNMLSKQHJFFEE86CC,坡道平面,0,16.51
RPPPMLKLQHJFFAE97DC,坡道機械,0,
RPOOMLKLQHJFFAE77DC,坡道機械,0,
RPQPMLKLQHJFFDE28CC,坡道平面,0,
RPQNMLMLQHJFFBE08CC,坡道平面,2000,14.65
RPVOMLMLQHJFFDE88CC,坡道平面,0,
RPPOMLMLQHJFFBE08CC,坡道機械,0,
RPTQMLLLQHJFFDE78CC,坡道平面,0,
RPPNMLOLQHJFFBE18CC,坡道平面,2000,14.65
RPQNMLOLQHJFFBE28CC,坡道平面,1500,12.65
RPUNMLPLQHJFFBE78CC,坡道機械,0,
RPRNMLQLQHJFFBE58CC,坡道平面,1700,14.65
RPXOMLRLQHJFFFE17CC,坡道平面,0,
RPTOMLSLQHJFFGE96CC,坡道平面,0,19.38
RPPNMLLMQHJFFBE97CC,坡道平面,2000,12.65
RPVOMLLJRHJFFAE38CC,坡道平面,0,20.19
RPVOMLLJRHJFFAE38CC,坡道平面,0,17.31
RPTNMLMJRHJFFCE38CC,坡道平面,0,24.18
RPTNMLMJRHJFFBE28CC,坡道平面,2000,14.65
RPVNMLOJRHJFFBE68CC,坡道平面,2500,14.65
RPUOMLOJRHJFFAE58CC,坡道平面,0,15.80
RPOOMLOJRHJFFBE08CC,坡道平面,2000,14.65
RPPOMLOJRHJFFBE18CC,坡道平面,2000,14.65
RPUOMLPJRHJFFEE09CC,坡道平面,0,
RPTNMLPJRHJFFEE88CC,坡道機械,0,
RPSOMLKKRHJFFGE68CC,坡道平面,0,25.72
RPQNMLLKRHJFFBE97CC,升降平面,0,
RPOPMLKKRHJFFCE97CC,坡道平面,0,30.79
RPORMLKKRHJFFDE28CC,坡道機械,0,
RPQNMLOKRHJFFBE28CC,坡道平面,2000,14.65
RPRNMLPKRHJFFEE78CC,坡道機械,0,
RPWNMLPKRHJFFAE88CC,坡道平面,0,
RPSNMLPKRHJFFEE88CC,坡道平面,0,
RPVNMLQKRHJFFBE98CC,坡道機械,0,9.22
RPPOMLRKRHJFFBE58CC,坡道平面,1700,12.65
RPROMLRKRHJFFCE88CC,坡道平面,0,23.86
RPWNMLTKRHJFFAE66CC,坡道機械,0,9.95
RPQNMLKLRHJFFEE28CC,坡道平面,0,
RPTOMLTKRHJFFBE56CC,坡道機械,0,
RPRNMLMLRHJFFAE18CC,坡道平面,0,
RPWQMLNLRHJFFEE86CC,坡道平面,0,29.27
RPROMLNLRHJFFGE98CC,坡道平面,0,18.23
RPPNMLNLRHJFFBE18CC,坡道機械,0,
RPUOMLNLRHJFFAE68CC,坡道機械,0,10.59
RPPOMLOLRHJFFDE58CC,坡道機械,0,
RPTNMLQLRHJFFAE78CC,坡道平面,0,19.34
RPURMLQLRHJFFEE07CC,坡道平面,0,36.49
RPQNMLTLRHJFFDE09CC,坡道機械,0,2.81
RPQNMLTLRHJFFCE98CC,坡道平面,0,25.91
RPTNMLTLRHJFFEE86CC,坡道平面,0,23.30
RPQNMLOJIIJFFAE27CC,坡道機械,0,
RPWNMLQJIIJFFAE08CC,坡道機械,0,6.70
RPVNMLRJIIJFFEE48CC,坡道平面,0,
RPTOMLTJIIJFFAE18CC,坡道平面,0,33.09
RPVNMLQKIIJFFBE18CC,坡道平面,2000,14.65
RPPNMLSKIIJFFCE87CC,坡道平面,0,
RPSOMLLLIIJFFCE67CC,升降機械,0,
RPOOMLMLIIJFFDE47CC,坡道平面,0,21.40
RPVOMLMLIIJFFAE87CC,坡道平面,0,19.34
RPROMLNLIIJFFAE57CC,坡道平面,0,15.49
RPPNMLRLIIJFFAE67CC,坡道平面,0,16.56
RPQNMLRLIIJFFBE87CC,坡道平面,0,16.70
RPTNMLSLIIJFFBE28CC,坡道平面,0,31.86
RPOPMLSLIIJFFBE97CC,坡道平面,0,
RPPNMLTLIIJFFAE87CC,坡道平面,0,18.63
